Method,method_key,mean_z,median_z,max_z,min_z,std_z,n
KGW,kgw,9.205177695620982,9.536055180666176,14.93845554052856,-0.1873171623163388,2.7382204094905314,499
SWEET,sweet,9.516575409656225,10.041580220928045,15.57829985727592,0.0,2.6929544646824044,499
MorphMark,morphmark,4.532170113567083,4.735680169380811,14.119910031458502,-2.578418353570683,2.1226871571284582,499
EWD,ewd,9.89935403199258,10.554582595825195,15.248149871826172,-0.5773502588272095,2.8735470395038107,499
DIP,dip,1.6626777278482914,1.7850750088691711,2.817802667617798,-0.7826237678527832,0.6566729319488461,500
Unbiased,unbiased,1.7096113117797753,1.8384777307510376,2.9492766857147217,-0.7071067690849304,0.6687295526616225,497
SynthID,synthid,0.557231019128977,0.558695652173913,0.5888888888888889,0.3333333333333333,0.017113055979556927,495
DBSF,dbsf,14.29916975183957,15.399287024290693,21.5480553820545,-0.9119087525890462,4.039859462466125,499
