scheme,detector_scheme,source_scheme,label,n,valid_scores,errors,mean_z,std_z,min_z,max_z,percent_flagged
vanilla_kgw,kgw,vanilla,0,500,500,0,-0.3278,1.3149,-4.2178,5.3033,0.20
vanilla_sweet,sweet,vanilla,0,500,500,0,0.1124,1.1273,-3.1476,3.7262,0.00
vanilla_ewd,ewd,vanilla,0,500,500,0,0.0971,1.1566,-3.2426,3.6816,0.00
vanilla_dip,dip,vanilla,0,500,500,0,-0.0971,0.3980,-1.2366,1.0742,0.00
vanilla_unbiased,unbiased,vanilla,0,500,500,0,-0.0600,0.4134,-1.4849,1.1427,0.00
vanilla_morphmark,morphmark,vanilla,0,500,500,0,-0.3278,1.3149,-4.2178,5.3033,4.80
vanilla_dbsf,dbsf,vanilla,0,500,500,0,0.2684,1.0135,-2.3766,3.2785,0.00
kgw,kgw,kgw,1,500,500,0,7.9772,2.6561,0.0354,21.8335,94.60
sweet,sweet,sweet,1,500,500,0,8.5044,2.4244,-0.3953,14.2887,94.80
ewd,ewd,ewd,1,500,500,0,9.0002,2.1285,0.3846,15.0763,97.80
dip,dip,dip,1,500,500,0,1.2768,0.4062,-0.2786,2.2627,28.80
unbiased,unbiased,unbiased,1,500,500,0,1.2748,0.4469,-0.3253,2.3251,32.80
morphmark,morphmark,morphmark,1,500,500,0,3.2404,1.7434,-3.1545,9.0737,78.00
dbsf,dbsf,dbsf,1,500,500,0,13.4657,3.5506,0.4686,20.8570,99.00
