method,method_key,n_vanilla,n_watermarked,vanilla_mean_z,watermarked_mean_z,vanilla_median_z,watermarked_median_z,vanilla_std_z,watermarked_std_z,vanilla_p75_z,watermarked_p75_z,vanilla_p90_z,watermarked_p90_z,vanilla_max_z,watermarked_max_z
KGW,kgw,498,499,-0.19509791957159142,9.205177695620982,-0.2864909281745203,9.536055180666176,1.2151838026825874,2.7354753256831863,0.5320545808955378,11.173146198806293,1.1883514346247834,12.155400809690363,6.753000449827979,14.93845554052856
SWEET,sweet,498,499,-0.13910954123613217,9.516575409656225,-0.14285714285714285,10.041580220928045,1.012244648733465,2.690254760279758,0.47621499212338037,11.259514086905124,1.141416317237942,12.375447329562936,3.3606722016672235,15.57829985727592
MorphMark,morphmark,498,499,-0.19509791957159142,4.532170113567083,-0.2864909281745203,4.735680169380811,1.2151838026825874,2.120559149418452,0.5320545808955378,5.77074583894391,1.1883514346247834,7.080418653456002,6.753000449827979,14.119910031458502
EWD,ewd,497,499,-0.13866001789100182,9.89935403199258,-0.14524513483047485,10.554582595825195,0.9927908354736258,2.8706662898678625,0.48679620027542114,11.780407428741455,1.1371602296829226,12.823343086242675,3.18103289604187,15.248149871826172
DIP,dip,500,500,-0.03836049702018499,1.6626777278482914,-0.017996118403971195,1.7850750088691711,0.40365916747825037,0.6560159303516838,0.24873417615890503,2.153281569480896,0.478494793176651,2.393642854690552,0.9776564240455627,2.817802667617798
Unbiased,unbiased,498,497,-0.0420846464187206,1.7096113117797753,-0.008861014619469643,1.8384777307510376,0.42533751080682164,0.6680564477576224,0.25234324485063553,2.1755354404449463,0.483938530087471,2.4073341846466065,1.4142136573791504,2.9492766857147217
SynthID,synthid,496,495,0.5003513098659766,0.557231019128977,0.5001732174351221,0.558695652173913,0.008581642299544875,0.017095761325336297,0.5053454861111111,0.5675580342247009,0.5101649596664551,0.5733333333333334,0.5466666666666666,0.5888888888888889
DBSF,dbsf,498,499,0.9363144754348873,14.29916975183957,0.9367640941248594,15.399287024290693,1.0995736669495866,4.035809477024511,1.6826226947140301,17.22310461233668,2.238302802799621,18.566944909088235,4.317601853011019,21.5480553820545
