scheme,detector_scheme,source_scheme,label,n,valid_scores,errors,mean_z,std_z,min_z,max_z,percent_flagged
vanilla_kgw,kgw,vanilla,0,500,498,2,-0.1951,1.2152,-4.0518,6.7530,0.20
vanilla_sweet,sweet,vanilla,0,500,498,2,-0.1391,1.0122,-3.4913,3.3607,0.00
vanilla_ewd,ewd,vanilla,0,500,497,2,-0.1387,0.9928,-3.7540,3.1810,0.00
vanilla_dip,dip,vanilla,0,500,500,0,-0.0384,0.4037,-1.2298,0.9777,0.00
vanilla_unbiased,unbiased,vanilla,0,500,498,0,-0.0421,0.4253,-1.1519,1.4142,0.00
vanilla_synthid,synthid,vanilla,0,500,496,4,0.5004,0.0086,0.4692,0.5467,1.60
vanilla_morphmark,morphmark,vanilla,0,500,498,2,-0.1951,1.2152,-4.0518,6.7530,5.20
vanilla_dbsf,dbsf,vanilla,0,500,498,2,0.9363,1.0996,-2.4084,4.3176,1.00
kgw,kgw,kgw,1,500,499,1,9.2052,2.7355,-0.1873,14.9385,94.00
sweet,sweet,sweet,1,500,499,1,9.5166,2.6903,0.0000,15.5783,94.20
ewd,ewd,ewd,1,500,499,1,9.8994,2.8707,-0.5774,15.2481,94.00
dip,dip,dip,1,500,500,0,1.6627,0.6560,-0.7826,2.8178,65.60
unbiased,unbiased,unbiased,1,500,497,0,1.7096,0.6681,-0.7071,2.9493,70.60
synthid,synthid,synthid,1,500,495,5,0.5572,0.0171,0.3333,0.5889,96.60
morphmark,morphmark,morphmark,1,500,499,1,4.5322,2.1206,-2.5784,14.1199,89.40
dbsf,dbsf,dbsf,1,500,499,1,14.2992,4.0358,-0.9119,21.5481,98.40
